Bill_Number,Date,Item_Name,Item_Type,Item_Category,Color_Name,Salesman_Name,Size,Rate,Disc_Amt,Sales_Type,Final_Sales 
2168,2026-03-01,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,40,1550,0,Sales,1550
2168,2026-03-01,KOTI,Koti,Ethnic Wear,WHITE MULTI,DEEPAK AHUJA,40,2190,0,Sales,2190
2169,2026-03-03,KURTA SUIT SE,Kurta Set,Ethnic Wear,PURPLE,SACHIN BHAI,42,2190,0,Sales,2190
2169,2026-03-03,LENGHA CFU,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,3XL,850,0,Sales,850
2170,2026-03-03,KURTA SUIT SG,Kurta Set,Ethnic Wear,MULTI COLOUR,DEEPAK AHUJA,44,1490,0,Sales,1490
2170,2026-03-03,KURTA,Kurta,Ethnic Wear,L PISTA,DEEPAK AHUJA,44,1540,0,Sales,1540
2170,2026-03-03,KURTA SUIT S,Kurta Set,Ethnic Wear,OFF WHITE,DEEPAK AHUJA,44,2340,0,Sales,2340
2170,2026-03-03,KURTA SUIT SE,Kurta Set,Ethnic Wear,BROWN,DEEPAK AHUJA,44,1990,0,Sales,1990
2170,2026-03-03,KURTA SUIT SE,Kurta Set,Ethnic Wear,PISTA,DEEPAK AHUJA,44,1990,0,Sales,1990
2170,2026-03-03,KURTA S,Kurta,Ethnic Wear,PITCH,DEEPAK AHUJA,44,1740,0,Sales,1740
2170,2026-03-03,CASUAL SHIRT,Shirt,Formal Wear,A,DEEPAK AHUJA,XL,1299,0,Sales,1299
2170,2026-03-03,UC SHIRTS,Shirt,Formal Wear,BEIGE,DEEPAK AHUJA,XL,1049,0,Sales,1049
2170,2026-03-03,ATTEMPT SHIRTS H-S,Shirt,Formal Wear,1,DEEPAK AHUJA,XL,1395,0,Sales,1395
2171,2026-03-03,KURTA SUIT SE,Kurta Set,Ethnic Wear,WINE,SACHIN BHAI,40,1990,0,Sales,1990
2171,2026-03-03,KURTA SUIT SC,Kurta Set,Ethnic Wear,PEACH,SACHIN BHAI,40,3290,0,Sales,3290
2172,2026-03-03,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,SACHIN BHAI,40,950,0,Sales,950
2172,2026-03-03,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,SACHIN BHAI,40,890,0,Sales,890
2172,2026-03-03,LENGHA CFU,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,XL,650,0,Sales,650
2173,2026-03-03,KURTA JW,Kurta,Ethnic Wear,BLACK ',DEEPAK AHUJA,38,-1190,0,Return,-1190
2173,2026-03-03,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,40,1890,0,Sales,1890
2173,2026-03-03,KURTA SUIT SE,Kurta Set,Ethnic Wear,P  WHITE,DEEPAK AHUJA,40,1990,0,Sales,1990
2173,2026-03-03,KURTA SET,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA, ,3040,0,Sales,3040
2174,2026-03-03,CHURRIDAR SG K,Churidar,Ethnic Wear,CREAM,DEEPAK AHUJA,6,240,0,Sales,240
2174,2026-03-03,KIDS KURTA,Kids Kurta,Kids Wear, ,DEEPAK AHUJA,4,590,0,Sales,590
2175,2026-03-03,CASUAL SHIRT MY,Shirt,Formal Wear,WHITE,PRAVIN BHAI,L,-1849,0,Return,-1849
2175,2026-03-03,JOCKEY UNDERGARMENTS VEST,Under Garment,Lounge Wear, ,PRAVIN BHAI, ,-549,0,Return,-549
2175,2026-03-03,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,OFF WHITE,PRAVIN BHAI,L,799,0,Sales,799
2175,2026-03-03,CASUAL SHIRT MY,Shirt,Formal Wear,WHITE,PRAVIN BHAI,XL,1849,0,Sales,1849
2176,2026-03-03,TRACK PANT J,Track Pant,Lounge Wear,CH-SR,DEEPAK AHUJA,XL,1019,98,Sales,921
2176,2026-03-03,A KURTA SUIT,Kurta Set,Ethnic Wear,H,DEEPAK AHUJA,44,1599,0,Sales,1599
2177,2026-03-03,KURTA S,Kurta,Ethnic Wear,MULTI ORANGE,SACHIN BHAI,40,890,0,Sales,890
2177,2026-03-03,KURTA,Kurta,Ethnic Wear,PINK GOLDEN,SACHIN BHAI,38,890,0,Sales,890
2177,2026-03-03,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
2178,2026-03-05,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,SACHIN BHAI,L,1050,0,Sales,1050
2179,2026-03-05,WHITE CHIKEN KURTA,Kurta,Ethnic Wear, ,DEEPAK AHUJA,44,1049,0,Sales,1049
2179,2026-03-05,WHITE CHIKEN KURTA,Kurta,Ethnic Wear,OFF WHITE,DEEPAK AHUJA,46,1150,0,Sales,1150
2179,2026-03-05,CHURRIDAR,Churidar,Ethnic Wear, ,DEEPAK AHUJA, ,400,0,Sales,400
2180,2026-03-05,SHORT KURTA,Short Kurta,Ethnic Wear,PI-PT(54),DEEPAK AHUJA,40,999,0,Sales,999
2180,2026-03-05,T.POLO PENT,Polo Pant,Ethnic Wear,WHITE,DEEPAK AHUJA,40,1290,0,Sales,1290
2181,2026-03-05,KURTA SUIT SE,Kurta Set,Ethnic Wear,MAROON,DEEPAK AHUJA,44,1990,0,Sales,1990
2181,2026-03-05,KURTA SUIT SE,Kurta Set,Ethnic Wear,WINE,DEEPAK AHUJA,42,2090,0,Sales,2090
2181,2026-03-05,KURTA SUIT SE,Kurta Set,Ethnic Wear,MAROON,DEEPAK AHUJA,42,1990,0,Sales,1990
2182,2026-03-06,KURTA S,Kurta,Ethnic Wear,GREEN,PRAVIN BHAI,42,1340,0,Sales,1340
2183,2026-03-06,SHORT KURTA SG,Short Kurta,Ethnic Wear,MULTICOLOUR,PRAVIN BHAI,42,990,0,Sales,990
2184,2026-03-06,KURTA,Kurta,Ethnic Wear,GREEN GOLDEN,SACHIN BHAI,40,890,0,Sales,890
2185,2026-03-06,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,M,-1990,0,Return,-1990
2185,2026-03-06,A KURTA SUIT,Kurta Set,Ethnic Wear,BLACK,DEEPAK AHUJA,38,-2090,0,Return,-2090
2185,2026-03-06,KURTA S,Kurta,Ethnic Wear,GREY,DEEPAK AHUJA,38,-1490,0,Return,-1490
2185,2026-03-06,KURTA SUIT SE,Kurta Set,Ethnic Wear,RANI,PRAVIN BHAI,38,1990,0,Sales,1990
2185,2026-03-06,KURTA SUIT SE,Kurta Set,Ethnic Wear,RAMA,PRAVIN BHAI,38,1990,0,Sales,1990
2185,2026-03-06,KURTA SUIT SE,Kurta Set,Ethnic Wear,MUSTARED,PRAVIN BHAI,38,1990,0,Sales,1990
2185,2026-03-06,KOTI,Koti,Ethnic Wear,MULTI LINING,PRAVIN BHAI,38,2390,0,Sales,2390
2185,2026-03-06,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,38,1890,0,Sales,1890
2185,2026-03-06,KURTA S,Kurta,Ethnic Wear,NEON PINK,PRAVIN BHAI,42,999,0,Sales,999
2186,2026-03-06,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,ASSTD,SACHIN BHAI,L,549,0,Sales,500
2187,2026-03-06,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,, ,451,362,Sales,540
2187,2026-03-06,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,, ,619,248,Sales,371
2188,2026-03-06,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,, ,549,219,Sales,330
2188,2026-03-06,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,, ,619,741,Sales,1116
2188,2026-03-06,VAN HEUSEN SPORTS WEAR,Track Pant,Lounge Wear, ,, ,558,446,Sales,670
2189,2026-03-07,KURTA SANTOSH,Kurta,Ethnic Wear, ,PRAVIN BHAI,40,550,0,Sales,550
2189,2026-03-07,LENGHA SG,Lengha,Ethnic Wear,WHITE,PRAVIN BHAI,XL,550,0,Sales,550
2190,2026-03-07,KURTA S,Kurta,Ethnic Wear,NEON PINK,PRAVIN BHAI,42,-999,0,Return,-999
2190,2026-03-07,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,40,-1890,0,Return,-1890
2190,2026-03-07,KURTA SANTOSH,Kurta,Ethnic Wear,BLACK,DEEPAK AHUJA,40,990,0,Sales,990
2191,2026-03-07,KURTA SUIT SE,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,44,1990,0,Sales,1990
2192,2026-03-07,A KURTA SUIT,Kurta Set,Ethnic Wear,D,DEEPAK AHUJA,L,3290,0,Sales,3290
2193,2026-03-07,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,SACHIN BHAI,36,3090,0,Sales,3090
2194,2026-03-07,OUTRUN SHIRTS,Shirt,Formal Wear,COL 8,PRAVIN BHAI,XL,1195,0,Sales,1195
2194,2026-03-07,CASUAL SHIRT JS,Shirt,Formal Wear, ,PRAVIN BHAI, ,1250,0,Sales,1250
2194,2026-03-07,JOCKEY UNDERGARMENTS VEST,Under Garment,Lounge Wear,CHARCOL,PRAVIN BHAI,XL,359,34,Sales,325
2195,2026-03-07,KURTA S,Kurta,Ethnic Wear,MEHENDI,PRAVIN BHAI,42,1040,0,Sales,1040
2195,2026-03-07,KURTA,Kurta,Ethnic Wear,LIGHT LEMON,PRAVIN BHAI,42,1690,675,Sales,1015
2195,2026-03-07,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
2196,2026-03-08,SHORT KURTA RY,Short Kurta,Ethnic Wear,R3,PRAVIN BHAI,S,849,0,Sales,849
2196,2026-03-08,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,CROSE,PRAVIN BHAI,M,849,0,Sales,849
2196,2026-03-08,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,OFF WHITE,PRAVIN BHAI,L,-799,0,Return,-799
2197,2026-03-08,KURTA SUIT JG,Kurta Set,Ethnic Wear,WINE,DEEPAK AHUJA,38,1990,0,Sales,1990
2197,2026-03-08,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,XL,1199,0,Sales,1199
2197,2026-03-08,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,XL,1250,0,Sales,1250
2197,2026-03-08,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear, ,DEEPAK AHUJA, ,549,219,Sales,330
2197,2026-03-08,VAN HEUSEN SPORTS WEAR,Track Pant,Lounge Wear, ,DEEPAK AHUJA, ,279,110,Sales,169
2198,2026-03-08,FORMAL PANT,Formal Pant,Formal Wear,PISTA,DEEPAK AHUJA,30,-1299,0,Return,-1299
2199,2026-03-08,T-SHIRT RB,Shirt,Formal Wear,-,SACHIN BHAI,M,999,100,Sales,899
2199,2026-03-08,VAN HEUSEN SPORTS WEAR,Track Pant,Lounge Wear,WHITE NV,SACHIN BHAI,M,799,79,Sales,720
2199,2026-03-08,TROUSER,Trouser,Casual Wear,2,SACHIN BHAI,30,2890,433,Sales,2457
2199,2026-03-08,LINEN PENTS AFOX,Linen Pant,Formal Wear,WHITE,SACHIN BHAI,32,1199,179,Sales,1020
2199,2026-03-08,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,WINTG,SACHIN BHAI,M,569,113,Sales,456
2199,2026-03-08,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,FORNT,SACHIN BHAI,M,569,113,Sales,456
2199,2026-03-08,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,TNAVY,SACHIN BHAI,M,399,79,Sales,320
2199,2026-03-08,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,BLACK,SACHIN BHAI,M,399,79,Sales,320
2199,2026-03-08,FORMAL PANT,Formal Pant,Formal Wear,PISTA,SACHIN BHAI,30,1299,197,Sales,1102
2200,2026-03-08,FORMAL PANT TC,Formal Pant,Formal Wear,3,PRAVIN BHAI,32,995,0,Sales,995
2200,2026-03-08,KURTA SUIT SE,Kurta Set,Ethnic Wear,YELLOW,PRAVIN BHAI,38,1990,0,Sales,1990
2200,2026-03-08,KURTA SUIT SE,Kurta Set,Ethnic Wear,CREAM,PRAVIN BHAI,38,1990,0,Sales,1990
2200,2026-03-08,FORMAL PANT,Formal Pant,Formal Wear,OLIVE,PRAVIN BHAI,32,949,0,Sales,949
2200,2026-03-08,BLAZER WITH PENT,Blazer,Formal Wear,GREY,PRAVIN BHAI,38,5690,0,Sales,5690
2201,2026-03-10,KURTA SUIT S,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,40,1890,0,Sales,1890
2201,2026-03-10,KURTA SUIT S,Kurta Set,Ethnic Wear,CREAM,DEEPAK AHUJA,40,1990,0,Sales,1990
2201,2026-03-10,J SOCKS,Socks,Accessories,-,DEEPAK AHUJA,0,189,0,Sales,189
2201,2026-03-10,J SOCKS,Socks,Accessories,-,DEEPAK AHUJA,,149,0,Sales,149
2202,2026-03-10,JOCKEY SPORTS MENS,Track Pant,Lounge Wear,CROSE,SACHIN BHAI,XL,869,0,Sales,740
2203,2026-03-10,KURTA S,Kurta,Ethnic Wear,LEMON,PRAVIN BHAI,36,949,0,Sales,843
2203,2026-03-10,KURTA S,Kurta,Ethnic Wear,YELLOW,PRAVIN BHAI,56,1540,0,Sales,1368
2203,2026-03-10,DHOTTI JG,Dhoti,Ethnic Wear, ,PRAVIN BHAI, ,650,0,Sales,577
2203,2026-03-10,KURTA SUIT SC,Kurta Set,Ethnic Wear,WINE,PRAVIN BHAI,40,6390,0,Sales,5677
2203,2026-03-10,KURTA SUIT SG,Kurta Set,Ethnic Wear,BLUE,PRAVIN BHAI,44,4990,0,Sales,4433
2203,2026-03-10,KURTA SUIT SC,Kurta Set,Ethnic Wear,RANI,PRAVIN BHAI,38,3490,0,Sales,3100
2203,2026-03-10,KURTA SUIT SG,Kurta Set,Ethnic Wear,MUSTARD,PRAVIN BHAI,42,4990,0,Sales,4433
2203,2026-03-10,KIDS KURTA,Kids Kurta,Kids Wear, ,PRAVIN BHAI,6,640,0,Sales,569
2204,2026-03-10,COTTON TROUSERS AF,Trouser,Casual Wear,BEIGE,DEEPAK AHUJA,36,1599,0,Sales,1500
2205,2026-03-10,WHITE CHIKEN KURTA,Kurta,Ethnic Wear, ,DEEPAK AHUJA,44,-1049,0,Return,-1049
2205,2026-03-10,SHORT KURTA A,Short Kurta,Ethnic Wear, ,DEEPAK AHUJA,3XL,1495,0,Sales,1495
2205,2026-03-10,SHORT KURTA A,Short Kurta,Ethnic Wear,A,DEEPAK AHUJA,3XL,1495,0,Sales,1495
2205,2026-03-10,COTTON TROUSERS AF,Trouser,Casual Wear,PISTA,DEEPAK AHUJA,38,1599,0,Sales,1599
2205,2026-03-10,LINEN PENTS AFOX,Linen Pant,Formal Wear,L. GREY,DEEPAK AHUJA,38,1299,0,Sales,1299
2206,2026-03-10,CASUAL SHIRT,Shirt,Formal Wear,A,PRAVIN BHAI,XXL,1399,0,Sales,1399
2206,2026-03-10,SHIRT,Shirt,Formal Wear,B,PRAVIN BHAI,XXL,1350,0,Sales,1350
2206,2026-03-10,A KURTA SUIT,Kurta Set,Ethnic Wear,H,PRAVIN BHAI,44,-2799,0,Return,-2799
2206,2026-03-10,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
2207,2026-03-10,A KURTA SUIT,Kurta Set,Ethnic Wear,M,DEEPAK AHUJA,38,2799,0,Sales,2799
2208,2026-03-10,KURTA S,Kurta,Ethnic Wear,YELLOW,PRAVIN BHAI,56,-1540,-172,Return,-1368
2208,2026-03-10,KURTA S,Kurta,Ethnic Wear,YELLOW,PRAVIN BHAI,50,1290,0,Sales,1290
2209,2026-03-10,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,M,1990,0,Sales,1990
2210,2026-03-10,CASUAL SHIRT,Shirt,Formal Wear,B,PRAVIN BHAI,3XL,1399,0,Sales,1399
2210,2026-03-10,PANT SLIM,Pant,Ethnic Wear,KHAKHI,PRAVIN BHAI,42,1199,0,Sales,1199
2211,2026-03-10,KOTI,Koti,Ethnic Wear,BLUE,DEEPAK AHUJA,42,2090,0,Sales,2090
2212,2026-03-11,A KURTA SUIT,Kurta Set,Ethnic Wear,MULTI,SACHIN BHAI,42,2190,0,Sales,2190
2212,2026-03-11,KURTA SUIT SC,Kurta Set,Ethnic Wear,YELLOW 1,SACHIN BHAI,42,1690,0,Sales,1690
2212,2026-03-11,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,42,2899,0,Sales,2899
2212,2026-03-11,SHORT COMBO SET,Cord-Set,Casual Wear,BISCUIT,SACHIN BHAI,L,1099,0,Sales,1099
2212,2026-03-11,J SOCKS,Socks,Accessories,-,SACHIN BHAI,,149,0,Sales,149
2212,2026-03-11,J SOCKS,Socks,Accessories,-,SACHIN BHAI,FS,149,0,Sales,149
2213,2026-03-11,SHORT SLEEVE KNEE LENGHT SET,Cord-Set,Casual Wear,BLACK,SACHIN BHAI,L,1699,0,Sales,1699
2214,2026-03-11,FORMAL PANT,Formal Pant,Formal Wear,F-W,SACHIN BHAI,30,1299,194,Sales,1105
2214,2026-03-11,LINEN PENTS AFOX,Linen Pant,Formal Wear,WHITE,SACHIN BHAI,32,-1199,-179,Return,-1020
